"person";"txt"
"Rachel";"Really? But I’m being so unreasonable."
"Ross";"True, but you’re allowed to be unreasonable. You’re having ourbaby."
"Rachel";"(starting to cry) Oh Ross, thank you. Thank you. (They hug.)"
"Ross";"Do you feel better?"
"Rachel";"No, not really. You’re pressing the baby into my bladder and now Ihave to pee. Sorry. (She gets up and starts for the bathroom.)"
"Ross";"Uh Rach?"
"Rachel";"Yeah. (Stops and starts doing the I-have-to-go-to-the-bathroom dance.)"
"Ross";"Just one thing umm…"
"Rachel";"Uh-huh."
"Ross";"We live together. You’re having our baby. I’m not gonna seeanybody else. Are you-are you sure you don’t want something more?"
"Rachel";"(pause) Wow! I don’t know, maybe. I’m…"
"Ross";"Oh-oh, Rach! I was just messin’ around! (She’s stunned) Like youdid last night when I had to pee?"
"Rachel";"(laughs) I knew that! I knew that! I was just messin’ with you too!"
"Ross";"(pause) Okay. Okay. Because for a minute you said you…"
"Rachel";"Oh no-no-no-no, no!"
"Ross";"…that you actually…"
"Rachel";"No that’s just—(Laughs)—That’s just ‘causeI’m such a good messer!"
"Ross";"Rach?"
"Rachel";"Yeah?"
"Ross";"The bathroom?"
"Rachel";"Right! (Heads for the bathroom.)"
"Joey";"Well I had a great time! Learned how to bake, ate great food, that’sthe first A I’ve gotten since seventh grade,"
"Monica";"Oh, look! Acting for Beginners! Want to feel good about yourself?"
"Joey";"What the hell!"
"Monica";"Okay."
"The Acting Teacher";"All right, let’s start with some basics. Can anybodytell me what the difference between upstage and downstage is?"
"Joey";"Yeah, this was a stupid idea. (Exits.)"
"Ross";"Hey! What are you guys looking at?"
"Joey";"Oh, it’s a poster for that World War I movie that I’m in, checkit out."
"Ross";"Yeah? Wow! It looks"
"Joey";"Uh-huh! I know. I’m coming soon to a theater near you! I’m inTHX! I’m unsuitable for children!"
"Ross";"Now I cannot wait to see this."
"Joey";"Yeah, yeah, it’s already generating Oscar buzz."
"Phoebe";"I started that!"
"Joey";"I thought I did! Oh hey guess what? The premiere is next week andyou’re all invited! (They all gasp.)"
"Monica";"Are we gonna take a limo?"
"Joey";"Sure! Why not?!"
"Monica";"Oh I love taking limos when nobody died!"
"Rachel";"Well obviously I won’t be able to come, for those of you whohaven’t checked their calendars today is my due date. Well y’know, I just wantto take a moment and thank you guys for how great you’ve been during this time. Ireally couldn’t have done it without you. And I have"
"Rachel";"That’s right, still no baby! (To Monica, Joey, and Chandler on thecouch) Come on people! Please make some room!"
"Ross";"Uh sweetie, maybe you’d be more comfortable here? (Gets up from thegreen armchair.)"
"Rachel";"You. Like you haven’t done enough."
"Ross";"Look, I-I know how miserable you are, I wish there was something I can do.I mean I wish I were a seahorse. (She glares at him) Because with seahorses it’s themale, they carry the babies. And then also umm, I’d be far away in the sea. (He sitsback down.)"
"Rachel";"God. (Sits down.) I have never been so uncomfortable in my entire life!"
"Phoebe";"Oh I know, I’ve been there. I remember toward the end…"
"Rachel";"(interrupting her) Oh Phoebe, that’s a great story. Can you tell itto me when you’re getting me some iced tea? (Phoebe gets up and Rachel groans.) (Tothe baby) Oh God, get out! Get out!! Get out!! Get out!!"
"Chandler";"Let’s. (Everyone gets up and leaves Rachel.)"
"Chandler";"Hey! Did you have the baby yet?"
"Rachel";"Do you want me to come over there and sit on you? ‘Cause I’lldo it."
"Monica";"What are you doing here so early?"
"Rachel";"They sent me home from work. They were like, "Start your maternityleave now! Just rest, get ready for the baby." Well y’know what? Screw ‘em!If they don’t want me there, I’ll just hang out with you guys."
"Phoebe";"Or you can do"
"Joey";"Hello?"
"Estelle";"Joey! It’s Estelle! Great news, I was able to get you and oneguest tickets to your premiere."
"Joey";"One guest? You told me I can have six tickets!"
"Estelle";"Well, I sold four of them on"
"Joey";"Oh my God. So that’s it?! I only get to bring one guest?"
"Estelle";"Yeah, what time do you wanna pick me up? (Joey hangs up on her.) Hello?"
"Joey";"(to Monica, Chandler, and Phoebe) Did you hear that? I only get one extraticket to my premiere. So some how I have to pick between you three and Ross."
"Rachel";"(overhearing that) What-what about me?"
"Joey";"You said you didn’t want to go."
"Rachel";"I don’t. But I would still like to be acknowledged. What? Justbecause I’m pregnant you think I’m invisible."
"Joey";"Definitely not invisible."
"Monica";"Well, well Ross didn’t care enough to be here, so I think he’sout. You snooze you lose."
"Chandler";"He’s not snoozing, he’s teaching a class."
"Monica";"Well then somebody’s snoozing. Joey, not that this uh should affectyou at all, but if you were to pick me, I was planning on wearing a sequined dress, cutdown to here. (Points to her stomach just above her belly button.)"
"Chandler";"I haven’t seen this dress."
"Monica";"Star in a movie."
"Phoebe";"Joey, you pick who ever you want. Okay? You just listen to your heart.What does it tell you? (Mimicking a heartbeat and tapping her chest.) Phoebe, Phoebe."
"Joey";"Well uh…I think I want to take Chandler."
"Phoebe";"(still mimicking a heartbeat, only faster)Phoebe-Phoebe-Phoebe-Phoebe—Burrrrr! (Mimics the sound of a cardiac monitor goingoff.)"
"Chandler";"You really want to take me?"
"Joey";"Yeah! Yeah! I mean I’m sorry, I wish I can take everybody, buty’know Chandler always supported my career. He’s paid for acting classes andhead shots and stuff and well this will be my way of paying you back."
"Chandler";"So you’re never actually going to pay me back?"
"Monica";"Wait a minute, just because he paid for your head shots you’regonna take him? Joey, I don’t think you’re comprehending just how slutty thisdress is!"
"Joey";"It’s not just the stuff he paid for, I mean it’s-it’severything. Y’know? He read lines with me. He-he went with me on auditions when I wasreally nervous, and then he consoled me after I didn’t get parts that I reallywanted. You always believed in me man. Even, even when I didn’t believe in myself."
"Chandler";"I always knew you were gonna make it. I’m so proud of you."
"Joey";"Thanks. That means a lot to me."
"Phoebe";"Mon, maybe one of these guys wants to wear your dress."
"Joey";"(in a manly voice) I’m gonna go shave. (Gets up.)"
"Chandler";"(in a manly voice) Yeah well, I’m gonna go spit. (He goes intothe bedroom. On his way out, Joey gives Rachel a wide berth.)"
"Rachel";"Oh, I have to pee. If I don’t come out in five minutes it’sbecause I’ve choked to death on the potpourri stink. (Goes into the bathroom.)"
"Phoebe";"When she comes out, you hold her nose, I’ll blow in her mouth, andthe kid will just (makes a popping sound) right out of her."
"Monica";"She’s over a week late! She gotta have it today, right?"
"Phoebe";"I don’t know. I-I think it’s still gonna be a while."
"Monica";"Hmm, care to make it interesting? I’ll bet you that she’llhave it by this time tomorrow."
"Phoebe";"You’re on!"
"Monica";"Okay, how much?"
"Phoebe";"One"
"Monica";"How about fifty bucks?"
"Phoebe";"Fine! I’ll call Zurich and move some money around."
"Rachel";"(calling from the bathroom) All right, who’s turn is it to help meget up!"
"Phoebe";"No one’s here! (Monica looks at her.) Oh damnit!"
"Chandler";"This is so exciting! It’s so glamorous! People taking ourpicture. How do I look?"
"Joey";"A little tall."
"Chandler";"What?"
"Joey";"Do you mind crouching down a little bit, so that I look taller? (Chandlerdoes so) There you go. (And they walk down the red carpet.)"
"Chandler";"It’s just so glamorous."
"Phoebe";"Oh hey Mon? Rach is here! Ohh, you’re still pregnant. Oh, I’msorry. I know how uncomfortable you are. Y’know what? You look great. Yeah, likefifty bucks."
"Rachel";"Oh, I have to go pee. Apparently this baby thinks that my bladder is asqueeze toy. (Goes to the bathroom.)"
"Monica";"Damnit! Damnit!! Here’s your fifty bucks! (Pays Phoebe.)"
"Phoebe";"It’s interesting that you lost. Now, I forget, do you like to lose?"
"Monica";"Now stop it! Double or nothing that she has it by tomorrow!"
"Phoebe";"Fine! You’re on!"
"Monica";"Okay."
"Phoebe";"Until then, General Grant, why don’t you set up camp (She puts thebill in her bra) right there."
"Ross";"(entering) Hey is Rachel here? We have a doctor’s appointment."
"Monica";"She’s in the bathroom."
"Ross";"Rach, we gotta go."
"Rachel";"In a minute!!!"
"Ross";"People ask me why we’re not together, I just don’t know what totell them."
"Rachel";"(entering) All right, all right. Let’s go!"
"Ross";"Uh, do you wanna go change first? The doctor’s keeping the officeopen late for us, but if you hurry…"
"Rachel";"No, I’m fine."
"Ross";"Really? You don’t think that’s a little inappropriate.(She’s wearing a tank top and has her belly sticking out.)"
"Phoebe";"Good God man don’t anger it."
"Rachel";"Ross, it is 100 degrees outside. For the first time in weeks, I amsomewhat comfortable."
"Ross";"Fine! Fine! Y’know what? Whatever you want. Okay? You’re themommy."
"Rachel";"Oh uh-uh pal! Don’t call me mommy! It’s bad enough you callyour own mother that. (He looks at Monica.)"
"Monica";"I’m actually with her on this one."
"Joey";"(onscreen) "I thought I knew who the enemy was, but it was you allalong.""
"Joey";"(To Chandler) Okay, this is it. It’s my big fight scene coming up.(He looks over and Chandler and notices that he’s asleep.)"
"Rachel";"Ross."
"Ross";"Yeah?"
"Rachel";"Can I ask you something?"
"Ross";"Uh-huh."
"Rachel";"When Carol was pregnant with Ben…"
"Ross";"Mmm?"
"Rachel";"…were you this irritating?"
"Ross";"Wow!"
"Rachel";"Excuse me?!"
"Ross";"Oh nothing. Nothing! Just uh, you’ve been a little short with melately. I’m not trying to irritate you."
"Rachel";"Well then you just must have a natural talent for it."
"Ross";"Y’know what? The doctor will be in soon, why don’t we not speakuntil then."
"Rachel";"(silently) Okay. (Pause) Seriously, breathe louder Ross! That’sgreat!"
"Ross";"Y’know we should probably ask the doctor if she even knows how todeliver a baby that’s half human and half pure evil!"
"Rachel";"Hi Dr. Long, how are you?"
"Ross";"(to Rachel) Oh, you’re nice to her."
"Rachel";"She has the drugs!"
"Dr. Long";"We’ll do a quick check."
"Rachel";"Okay. (Rachel lies back.)"
"Dr. Long";"So, eight days late huh?"
"Rachel";"Yeah."
"Dr. Long";"You must be a little uncomfortable."
"Rachel";"Eh, just a tad."
"Dr. Long";"You’re about 80 percent effaced, so you’re on your way. Itstill could last a little while longer. If you’re anxious there are a few ways tohelp things along."
"Ross";"Do them!!"
"Dr. Long";"Actually, they’re things you can do. Just some home remedies, butin my experience I’ve found that some of them are quite effective."
"Rachel";"Well, we are ready to try anything."
"Dr. Long";"Okay, there’s an herbal tea you can drink."
"Rachel";"Okay."
"Dr. Long";"You can take some caster oil, there’s eating spicy foods…"
"Rachel";"Great! We will do all of those."
"Dr. Long";"…taking a long walk, and then there’s the one that’sproved most effective: sex."
"Ross";"You’ve got to be kidding me!"
"Chandler";"Good job Joe! Well done! Top notch!"
"Joey";"You liked it? You really liked it?"
"Chandler";"Oh-ho-ho, yeah!"
"Joey";"Which part exactly?"
"Chandler";"The whole thing! Can we go?"
"Joey";"Oh no-no-no, give me some specifics."
"Chandler";"I love the specifics, the specifics were the best part!"
"Joey";"Hey, what about the scene with the kangaroo? Did-did you like that part?"
"Chandler";"I was surprised to see a kangaroo in a World War I epic."
"Joey";"You fell asleep!! There was no kangaroo! They didn’t take any of mysuggestions! That’s for coming buddy. I’ll see you later. (Starts to walk out.)"
"Chandler";"Don’t go! I’m sorry. I’m so sorry! (Sees another guywho is still asleep.) Look! This guy fell asleep! He fell asleep too! Be mad at him!(Looks at him more closely.) Or, call an ambulance."
"Monica";"Hey!"
"Ross";"Hey."
"Rachel";"Hi!"
"Monica";"What did the doctor say? Any news on when the baby will come?"
"Rachel";"No. But she did give us some ideas on how to induce labor."
"Ross";"Yeah, we tried them all. We went for a walk, uh we tried a special tea,caster oil, spicy food nothing has worked."
"Rachel";"Well, there is one thing that we haven’t tried, but someone thinksthat, (mimicking Ross) "That will open up a can of worms.""
"Monica";"Well what is it? What is it? If it’s gonna help bring the babyhere, like today. I mean, I think you should do it."
"Ross";"It’s sex."
"Monica";"Do it!"
"Ross";"Monica!"
"Monica";"I’m just saying it’s been a really long time for you. I mean,women have needs. Do it, get yours!"
"Phoebe";"Oh I-I don’t know about that. No, I think that if the two of youhad sex the-the-the repercussions would be catastrophic."
"Monica";"All right, let’s be practical, if Ross isn’t willing to do it,he’s not the only guy in the world you can have sex with. You can borrowChandler—Chandler is good!"
"Ross";"Monica, what is the matter with you?"
"Monica";"Nothing. I just want the baby to be born today."
"Rachel";"Why? Why today?"
"Monica";"Okay fine! I keep betting Phoebe that you’re gonna have the babyand I don’t want to lose again!"
"Ross";"What?! While she’s been going through this hell, you’ve beenmaking money?! You’re betting on your friend staying in this misery?! (Phoebe lowersher head and shakes it yes.)"
"Rachel";"I’ll take that bet."
"Ross";"What?!"
"Rachel";"Well, I’m miserable here! I might as well make some money out it!"
"Ross";"Can I get some of that action?"
"Monica";"Wait a minute! Now I’m betting against all three of you?"
"Rachel";"Oh honey, don’t worry. I really do feel like tomorrow’s theday."
"Monica";"Oh, okay!"
"Joey";"Hey! Sleeping beauty!"
"Chandler";"Where have you been?! I tried to call you! I want to talk to you! Istill feel so bad!"
"Joey";"(in a baby voice) Oh no, were you upset? Did you lose sleep?"
"Chandler";"I’m so sorry."
"Joey";"Uh-huh look, the only reason I can over here was to settle things betweenus! Okay? You’ve done a lot for me and my career, I wanted to pay you back so I tookyou to the premiere but you missed it! Okay, so how much do I owe you?"
"Chandler";"What?!"
"Joey";"Give me a number, I don’t want to owe you anything!"
"Chandler";"You don’t owe me anything, I don’t want you money…"
"Joey";"Ah-ah-ah! We’re doing this! Okay, now you got me my first set of headshots. Right, how much were those?"
"Chandler";"I don’t know, five hundred dollars?"
"Joey";"Okay, five hundred dollars. What else?"
"Chandler";"Well then there was the second set, the infamous booger head shots."
"Joey";"Okay, so that’s another five hundred. Five hundred and five hundred,that’s… (Pauses to figure it out.)"
"Chandler";"Do you want a calculator?"
"Joey";"Please!"
"Chandler";"Here! (Hands him one. Joey adds it up and discovers that he wasright.)"
"Joey";"All right, what else?"
"Chandler";"Well uh, there was acting classes, stage combat classes, tapclasses…"
"Joey";"Which we’re still keeping under our hats!"
"Chandler";"Uh then there was that dialect coach who helped you with that playwhere you needed a southern accent. Which after twenty hours of lessons still came outJamaican."
"Joey";"What the hell are you talking about, (in a Jamaican accent) "Thesouth will rise again man.""
"Chandler";"Yes, money well spent!"
"Joey";"Yeah. Okay, what else? Rent!"
"Chandler";"Okay, two, three years of rent, utilities, food…"
"Joey";"Okay. Okay, so I’m writing you a check for…So you fell asleepduring my movie. Big deal right? How do you clear this thing?"
"Ross";"Come on, finish your enchilada."
"Rachel";"Ross I—We tried all the spicy food. It’s not working."
"Ross";"Okay here, have one of these peppers. Oh ha… Oh God! So…so hot!(Rubs his eyes.) Oh my—(Laughs.) By the way, you don’t want to touch the pepperand then touch your eye."
"Rachel";"I am feeling nothing. Speaking of hot, watching you do that really makesme want to have sex with you."
"Ross";"Stop it."
"Rachel";"Oh come on Ross, why are we wasting our time with this other stuff?! Weknow what’s gonna work! It’s doctor recommended!"
"Ross";"I’m sorry, but we have to have some boundaries! My God, I’mdying."
"Rachel";"Oh come on Ross, we’ve done it before we’ll do it again,it’ll be a nice way to bookend the pregnancy."
"Ross";"This is insane, I’m not gonna make love to you just so thatyou’ll go into labor."
"Rachel";"Make love? What are you a girl?"
"Ross";"Always a great way to get in a man’s pants."
"Rachel";"But you will, you will be performing a service. Okay? Just-just think ofme as a ketchup bottle, y’know you sometimes you have to bang on the end of it justto get something to come out."
"Ross";"I love when you talk dirty to me."
"Rachel";"Oh, I know it. You’re right. That’s not sexy. Oh…Oh!(Drops a fork on the floor.) Whoops! Oh, I seem to have dropped my fork. Let me just bedover and get it. (Tries too, but can’t quite seem to make it.) Oh God!"
"Ross";"Okay enough! This is, this is not going to happen."
"Rachel";"Come on Ross! I’m miserable here! Come on! You started this, nowyou finish it! Come on wuss, make love to me."
"Ross";"Y’know what?"
"Rachel";"What?!"
"Ross";"Forget it."
"Rachel";"Oh wow! What now Ross you’re not gonna talk? How on earth will youever annoy me? Oh wait a minute, I know. (Mimics his breathing.) I mean you’d thinkthe damn jalepeno would’ve cleared up your sinuses, but no!! That’s notenough… (Ross jumps over and kisses her.) What are you doing?!"
"Ross";"I’m getting that baby out of you!"
"Rachel";"(breaking the kiss) Oh God!"
"Ross";"Oh, I know."
"Rachel";"Oh no. No-no! I think my water just broke."
"Ross";"I am good. Okay! Okay! Uh, I got the pillow! I got the bag! You got thekeys?"
"Rachel";"Okay! I got the keys! Okay! Okay!"
"Ross";"Hey!"
"Rachel";"Yeah."
"Ross";"We’re having a baby."
"Rachel";"I didn’t uh, really have time to read this part of the books, butdo you think we have time to…"
"Ross";"Not so much."
"Rachel";"Okay."
"Monica";"Two hundred."
"Phoebe";"Thank you!"
"Monica";"That’s it. I’m done. I don’t care when the baby comes, nomore betting."
"Phoebe";"Okay."
"Monica";"Hello? (Listens) Uh-huh. (Listens) Uh-huh. (Listens) Okay. (Hangs up.) Iguess we can bet one more time."
"Phoebe";"Is Rachel having the baby?"
"Monica";"How did you know that?! (Runs to yell at Joey’s apartment.) Joey!Chandler!! It’s time!"
"Phoebe";"They’re at the coffeehouse."
"Monica";"You know everything!! Oh wait, double or nothing. I bet you the baby isover seven pounds. (Phoebe isn’t interested.) I bet you it has hair. (She’sstill not interested.) I bet you it’s a girl."
"Phoebe";"We know it’s a girl! (Exits.)"
"Monica";"(following her) I’ll give you really good odds."
"Ross";"All right! (Checking his watch) Yes!! From home to the hospital in underseven minutes! We did it!!"
"Rachel";"(deadpan) Yes, the hard part is"
"Ross";"No, but come on, we’re off to a great start aren’t we? I knewI’d get you here fast, but this has got to be some kind of a record!"
"Phoebe";"Oh you made it!"
"Rachel";"Hi! (Ross is stunned.)"
"Monica";"How are you doing?"
"Ross";"Wait a minute! How-how the hell did you beat us here?"
"Monica";"We took a cab. Did you guys walk?"
"Ross";"N… No! We took a cab too, but I did"
"Chandler";"Hi!"
"Joey";"Hey! You made it!"
"Ross";"Okay is there…some kind of magic tunnel to this hospital?!"
"Rachel";"Ross, you stay here and talk, I’m gonna go have a baby."
"Ross";"Okay. Okay. (To the nurse behind the desk.) Umm hi, this is Rachel Green.I’m Ross Geller. We-we called from the car."
"Nurse";"Right! We have a semi-private labor room waiting for you. So in just aminute…"
"Rachel";"(interrupting her) Whoa-whoa-whoa-whoa! I’m sorry, semi-private? We(Laughs), we asked for a private room."
"Nurse";"Yes, I see that here. Unfortunately we can’t guarantee a privateroom and currently they’re all unavailable."
"Chandler";"Man, if only you’d gotten here sooner. (Ross turns and glares athim.)"
"Nurse";"I’m sorry. Semi-private rooms are all we have."
"Rachel";"Okay. Just give us a second. Ross! (They walk away from the desk.)"
"Ross";"Yeah?"
"Rachel";"Give her some money."
"Ross";"I really think they’re out of rooms."
"Rachel";"They’re not!! Ross, they’re just saving them for the importantpeople!! Okay?! What-what if I was the president?!"
"Ross";"Well then we’d be in a lot of trouble, you don’t know where anycountries are. (Rachel glares at him.) Okay. (He goes over to the desk followed byRachel.) Uh, say would you umm… Would you mind checking again to see if any umm,private rooms may have (Handing her some money) opened up?"
"Nurse";"This is a hospital."
"Rachel";"(standing up) Okay. Y’know what? I’d have to say I reallydon’t care for your tone. And this is not the only hospital in this city and we haveno problem to—Whoa! (She starts a contraction) Oh gosh! Whoa!"
"Ross";"What-what?"
"Rachel";"Ow! Ow! Contraction. (Sits back down.) Ow-ow! Ow-ow! (Starts breathingheavily.)"
"Nurse";"Would you like to see a semi-private room?"
"Rachel";"Yeah, it couldn’t hurt to look."
"Dr. Long";"Well you’re only two centimeters dilated and we need to get toten. It’ll be a while."
"Rachel";"Oh, okay."
"Dr. Long";"I’ll be back in an hour to check you again."
"Ross";"Thank you."
"Rachel";"Thank you. (Dr. Long exits.) Well, I guess we have some time to kill."
"Ross";"Yeah, guess so. Whew! Check these out! (He’s looking at the stirrupson the other bed in the room and Rachel groans. Ross then hops into the bed and puts hislegs into the stirrups.) Never done this before."
"Rachel";"Yeah well it looks great!"
"Man";"Thank you very much."
"Woman";"Thanks."
"Ross";"Hi! Hi, I’m uh Ross. I’m here to ruin this magical day for you."
"Man";"Oh no-no, not at all."
"Woman";"Don’t worry about it."
"Man";"Marc Coreger, this is my wife Julie."
"Ross";"Hi Julie."
"Julie";"Hi."
"Ross";"This is Rachel. (Points at her.)"
"Rachel";"Hi!"
"Marc";"Oh hi Rachel."
"Rachel";"How are you?"
"Julie";"Hi. Is this your first?"
"Rachel";"Yeah it is."
"Julie";"Well, little Jamie here is our third. So, if you have questions or youneed anything at all, just holler."
"Rachel";"That’s so sweet."
"Ross";"Yeah."
"Rachel";"Oh."
"Ross";"Umm say, I-I opened this earlier (The privacy screen) but let me give youguys some privacy."
"Marc";"No nonsense! We’re all in this together."
"Julie";"Yeah, we are going to share every moment of this with you. And I thinkwe’re gonna have some fun."
"Marc";"Yeah."
"Ross";"Oh, okay."
"Marc";"Hey! Smile! (Points his camera at Ross and Rachel.)"
"Rachel";"Oh no, I really don’t want any—(He takes the picture)—Oh!Thank you. Oh. Oh Ross…"
"Ross";"What?"
"Rachel";"Here comes another contraction."
"Ross";"Oh. Okay, just breathe."
"Julie";"Oh honey, I think I’m having one too!"
"Marc";"Look at this! (Takes another picture) There we go!"
"Phoebe";"(looking at the clock) Oh wow, three hours and still no baby. Ugh, themiracle of birth sure is a snooze fest."
"Monica";"Hey, you wanna see something?"
"Phoebe";"Sure! What?"
"Monica";"Umm, this is going to be fun. Watch me freak out Chandler. Honey?"
"Chandler";"Yeah?"
"Monica";"Listen uh, I-I’ve been doing some thinking, and I don’t knowwhether it’s because we’re here or Rachel’s giving birth but umm, I thinkwe should try to have a baby."
"Chandler";"Okay."
"Monica";"(freaking out) What-what-what’s that now?!"
"Chandler";"Okay. I’ve been thinking about it too, and I, I think we’reready."
"Monica";"What?! Are you kidding me?! You-you-you think we’re ready to have ababy now?!"
"Phoebe";"Oh, this is fun."
"Joey";"You’re ready to have a baby? My boy’s all grown up!"
"Chandler";"But you said you were ready too."
"Monica";"Yeah but I was just screwing with you to try to get your voice all highand weird like mine is now!"
"Chandler";"Yes, but haven’t you wanted a kid like forever?"
"Monica";"Okay, just back off mister! Whoa. (Pause) ‘Cause I"
"Joey";"(voice all high and weird) What?! Are you crazy?!"
"Monica";"That’s it! Right there! Is all I wanted!"
"Marc";"I am so sorry. The doctor insisted on closing the curtain for the exam."
"Rachel";"Oh, that’s very—Really very-very okay."
"Marc";"Julie’s cervix is dilated a seven centimeters, that’s about fourfingers. The doctor let me feel it myself."
"Julie";"Have you felt Rachel’s cervix Ross?"
"Rachel";"(simultaneously as Ross) No, I don’t think we’ll be doingthat."
"Ross";"(simultaneously as Rachel) We’re not gonna do that."
"Julie";"Well, if you like you can feel Rachel’s and then feel mine tocompare."
"Mrs. Geller";"(entering) Am I interrupting?"
"Ross";"Uh yes! Thank you."
"Rachel";"Oh. Oh wait no."
"Ross";"Later."
"Rachel";"No-no-don’t! Don’t leave me here with these people."
"Ross";"Oh uh, I’m sorry. (Runs out.)"
"Rachel";"No Ross! Ross! Ross! My child has no father!"
"Ross";"Hi! I’m so glad you’re here, but it’s gonna be a while. I-Iwished you’d called first."
"Mrs. Geller";"Oh that’s all right, I’m coming back later with yourfather."
"Ross";"Oh good."
"Mrs. Geller";"I actually needed to talk to you before the birth."
"Ross";"Okay, what’s up?"
"Mrs. Geller";"I brought something that I want to give you, assuming of coursethat you want it. (She holds up an engagement ring.)"
"Ross";"Ma, you’re asking me to marry you?"
"Mrs. Geller";"This is your grandmother’s engagement ring, I want you to giveit to Rachel."
"Ross";"Mom no, come on! Thank you."
"Mrs. Geller";"Just hear me out!"
"Ross";"N-no! Okay? We’ve been through this! We’re not gonna get marriedjust because she’s pregnant, okay?"
"Mrs. Geller";"Honestly! Ross, this isn’t just some girl you picked up in abar and humped. A child should have a family."
"Ross";"Mom, y’know what? I-I can’t deal with this right now. I’msorry…"
"Mrs. Geller";"Just…think about it. If you don’t, I’ll talk moreabout humping."
"Ross";"Gimmie! (Takes the ring and puts it in his coat pocket as Rachel entersthe hallway.)"
"Rachel";"Hi!"
"Mrs. Geller";"Oh hi dear!"
"Rachel";"Oh, thank you so much for coming. Ross, get in here!"
"Ross";"…she came and dragged me out of the labor room to ask me why I’mnot with Rachel."
"Phoebe";"Yeah. (Pause) Why aren’t you with Rachel?"
"Ross";"Are you kidding? Look, we’re not gonna be together just becausewe’re having a baby. Okay?"
"Phoebe";"But y’know what? It just seems that you two belong together."
"Ross";"Okay, stop it! I can’t deal with this right now. I have to go have ababy."
"Phoebe";"Right. And with who again? (Ross exits.)"
"Joey";"God. He’s crazy! Why doesn’t he want to be with Rachel?"
"Phoebe";"I know!"
"Joey";"I mean seriously, she’s like the perfect woman. I mean I know sheturned me down, but if she hadn’t and wanted to be with me, I would take her in myarms and… (Realizes everyone is staring.) I haven’t bummed you guys out likethis in a while have I?"
"Ross";"(To Rachel) Hey. Who’s that?"
"Rachel";"New people."
"Ross";"What happened to the Disgustingtons?"
"Rachel";"They’re having their baby! It’s not fair Ross we got herefirst! Right after you left they wheeled her off into delivery. Oh but not before she gaveme a juicy shot of little Jamie just crowning away."
"Ross";"Wow! Sorry. So uh, how are the new people?"
"Rachel";"Well they have uh, some unusual pet names for each other. Including umm,evil bitch and uh, sick bastard. Oh God oh! Contraction!"
"Ross";"Yeah? Okay."
"Rachel";"Ooh! Ow!!"
"Evil Bitch";"Are you looking at her?!"
"Sick Bastard";"No!"
"Evil Bitch";"Don’t you look at her you sick bastard!"
"Sick Bastard";"Honey I swear! I wasn’t looking at her!"
"Evil Bitch";"She’s in labor! You like that you sick son of a bitch!"
"Ross";"Umm. Umm, I’m-I’m just gonna—(Closes the privacy screen.)"
"Evil Bitch";"See? See? It was because you were looking fat pervert!"
"Ross";"No-no, I’m…I’m sure no one was looking. Just want someprivacy. (He closes the screen and stares wide-eyed at Rachel.)"
"Evil Bitch";"You miss your girlfriend?"
"Ross";"Just ignore them."
"Rachel";"Ross."
"Ross";"What? What?"
"Rachel";"He’s looking at me."
"Ross";"(to him) Hey! You wanna live to see your baby?!"
"Evil Bitch";"Don’t you talk to my husband like that you stupid bastard!"
"Monica";"Oh good God! If you want a baby so bad just go steal it!"
"Monica";"What is going on with you? Since when are you so crazy about babies?"
"Chandler";"I’m not crazy about babies. I’m crazy about us."
"Monica";"What?"
"Chandler";"Look, we’ve always talked about having babies someday. I’mnot saying it has to be right now, but I’m starting to think that we can handle it.We’re good. We’re really good."
"Monica";"We are pretty good."
"Chandler";"But nothing has to happen until your ready."
"Monica";"Well maybe I’m ready now. I mean, it’s a little scary, butmaybe it’s right."
"Chandler";"What?! It’s not right! We’re not ready to have a kid now!!"
"Monica";"What?!!"
"Chandler";"I’m kidding. This is going to be fun."
"Monica";"So we’re gonna try? I mean, are we trying?"
"Chandler";"We’re trying to get pregnant. (They start kissing, but Chandlerstops it.) Y’know I’m not really comfortable doing this in front of the babies.So, when do you want to start trying?"
"Monica";"Okay, hold on a sec."
"Chandler";"Period math?"
"Monica";"Yeah."
"Chandler";"Yeah."
"Monica";"Well, we could start trying. Now."
"Chandler";"Right here?"
"Monica";"No, not here. Maybe here."
"Chandler";"Wait a minute, it’s perfect. We got a lot of time to kill andwe’re in a building that’s full of beds!"
"Monica";"And it’s so clean!!"
"Joey";"Come on you stupid machine! Come on!"
"Phoebe";"Oh, it ate your money?"
"Joey";"(looking at her) No."
"Phoebe";"All right, I’ll see you downstairs then."
"Joey";"All right."
"Phoebe";"All right."
"Joey";"Hey I got one! I got one!"
"Man";"Hi!"
"Phoebe";"Hi."
"Man";"Oh uh, up or down?"
"Phoebe";"Oh down please. (The guy tries to reach the button, but can’t.) I-Ihate to be a ball buster can I just do it? (She pushes the button.)"
"Man";"Could you press up too please?"
"Phoebe";"Sure! I feel so bad for you; I broke my leg once too."
"Man";"Oh yeah? How’d yours happen?"
"Phoebe";"Well, it’s a long story. It’s kind of embarrassing. Let’sjust say there was a typographical error with a sex manual. (The guy laughs.) How aboutyou?"
"Man";"Car accident."
"Phoebe";"Oh."
"Man";"Oh, let me guess some idiot on a cell phone wasn’t paying attention?"
"Man";"Yeah. Me. (The elevator door opens.) Oh hey, that’s me. (Rolls ontothe elevator.) Hey uh, I take it you’re just visiting someone."
